,post_text,followers,friends,favourites,statuses,retweets,label,month,year
14574,rt papl exam wasnt even hard grade posted httpstcoebmgdqxba,640,445,24297,52892,18243,0,12,2016
14575,rt angellalonzo swear dont wanna lose u act like dont wanna keep u,640,445,24297,52892,1124,0,12,2016
14576,fayeqhaque damn shes actual snake smh,640,445,24297,52892,0,0,12,2016
14577,fayeqhaque,640,445,24297,52892,0,0,12,2016
14578,aint crazy havent invented word yet httpstcofqejyslx,640,445,24297,52892,0,0,12,2016
14579,rt vvfongg insomnia cant sleep httpstcowwxxkbwk,640,445,24297,52892,5639,0,12,2016
14580,battlafield casuallyk wants fold clothes goat,640,445,24297,52892,0,0,12,2016
14581,rt bullhunitproof anybody wanna turn dm asap,640,445,24297,52892,784,0,12,2016
14582,okhan baba_khan _jaredugly youre still,640,445,24297,52892,0,0,12,2016
14583,rt sportscenter james harden records th career tripledouble passing hakeem olajuwon tripledoubles rockets franchise,640,445,24297,52892,2219,0,12,2016
14584,rt memgrizz defensive play drewroc tonights protectandmaintain moment presented servicemaster httpstcoixdcsjyu,640,445,24297,52892,16,0,12,2016
14585,rt nosaisabor attendance participation midterm homework final c grade c httpstcoknqewofp,640,445,24297,52892,30722,0,12,2016
14586,rt brysontliier u check person u snap chatted ever got ur snap amp says opened mins ago httpstcohothvjgzbg,640,445,24297,52892,1565,0,12,2016
14587,rt vancityreynolds amazing day weird write name caps like im yelling nice people walking eter,640,445,24297,52892,29650,0,12,2016
14588,baba_khan appreciate,640,445,24297,52892,0,0,12,2016
14589,yeah stunt,640,445,24297,52892,1,0,12,2016
14590,tehaumaster graduated tehaum goat wow,640,445,24297,52892,0,0,12,2016
14591,battlafield worldstar drinks almond milk,640,445,24297,52892,0,0,12,2016
14592,happy birthday mtariq good one fam literally fam come thru dadll give birthday speech lmaooo,640,445,24297,52892,1,0,12,2016
14593,rt bigsean thx love new sounds hope enjoy new music tonight im go see rogue one w fam,640,445,24297,52892,469,0,12,2016
14594,need hours sleep average person order function semi competent level,640,445,24297,52892,0,0,12,2016
14595,rt girlposts friend replies text slightly different tone emojis youre tired arent httpst,640,445,24297,52892,8940,0,12,2016
14596,rt tweetlikeagiri heart melting much right httpstcotnzazw,640,445,24297,52892,11087,0,12,2016
14597,rt perlybear yeah got httpstcoqplrrvctz,640,445,24297,52892,529,0,12,2016
14598,happy birthday hadyaaaa good one clementine,640,445,24297,52892,0,0,12,2016
14599,rt tbhjuststop need wake earlier dont waste day sorry sleeping saw l,640,445,24297,52892,1619,0,12,2016
14600,rt shitpussiessay bryson tiller tweets like parody accounts httpstcodahunqmkh,640,445,24297,52892,826,0,12,2016
14601,rt savage_jay__ trying remember book said final httpstcolqenehyh,640,445,24297,52892,15015,0,12,2016
14602,would rather eat rabbit dog chicken httpstcoxkuokgyxu,640,445,24297,52892,0,0,12,2016
14603,tell us bout new flame new flame extinguishes whenever sees smh httpstcowcjbify,640,445,24297,52892,0,0,12,2016
14604,u purple im magenta actually httpstcogczhgwsq,640,445,24297,52892,0,0,12,2016
14605,high waisted pants girls trendy ugly beauty eye beholder httpstcozajwkdcnr,640,445,24297,52892,0,0,12,2016
14606,great wraps galleria halal dont think httpstcopulhwlqri,640,445,24297,52892,0,0,12,2016
14607,emanhussainn forgot tag,640,445,24297,52892,0,0,12,2016
14608,rt kobebryant time simply live life craig sager grateful time shared us rip friend,640,445,24297,52892,25170,0,12,2016
14609,rt nfl umichfootball vs ohiostatefb tomorrow time tom bradys college highlights fbf michvsosu httpstcokhahypucov,640,445,24297,52892,397,0,12,2016
14610,wanna get year man shitty ass year,640,445,24297,52892,0,0,12,2016
14611,whats good china king cuisine ask china king httpstcoazpmtqs,640,445,24297,52892,0,0,12,2016
14612,whats good taco bell im food critic httpstcobseollbro,640,445,24297,52892,0,0,12,2016
14613,rt nbaontnt forever sagerstrong httpstcotcxznkb,640,445,24297,52892,83794,0,12,2016
14614,rt farrukhgbaloch failure sister smh lil nigga gonna get heart broken young httpstcoaxhwutzvks,640,445,24297,52892,8,0,12,2016
14615,hate safer love,640,445,24297,52892,1,0,12,2016
14616,happy birthday shaaammmzzziiii good one roomie httpstcoybweooisp,640,445,24297,52892,1,0,12,2016
14617,rt dwightschrute_ original vs guy tells worry httpstcozkyggue,640,445,24297,52892,8183,0,12,2016
14618,mahvsss lmaoooo free one,640,445,24297,52892,0,0,12,2016
14619,happy birthday mahvsss good one,640,445,24297,52892,1,0,12,2016
14620,siminchhapra youre number one culprit,640,445,24297,52892,0,0,12,2016
14621,need reciprocated love snake fake love,640,445,24297,52892,0,0,12,2016
14622,cute lemme live httpstcosowxnl,640,445,24297,52892,0,0,12,2016
14623,rt coupiegoais old friends said back httpstcoauizkxxu,640,445,24297,52892,239,0,12,2016
14624,harruuuuuvirani end day goddammit im killing shit,640,445,24297,52892,0,0,12,2016
14625,say abomination obamas nation,640,445,24297,52892,0,0,12,2016
14626,rt chasedickson_ highschool test grade studied minutes pts writing name college final grade studied days pts,640,445,24297,52892,3359,0,12,2016
14627,rt justinpharris round grade httpstcoblnjgfuhep,640,445,24297,52892,7190,0,12,2016
14628,rt tomhaberstroh sportscenter morning pat beverley higher offensive reb rate draymond kristaps pau,640,445,24297,52892,826,0,12,2016
14629,thebrownboi let snow,640,445,24297,52892,0,0,12,2016
14630,rt nfl yards tds tom brady fired mnf httpstcoorxwjnavr,640,445,24297,52892,972,0,12,2016
14631,rt doniadgiover stress stresses point im stressed deal stress,640,445,24297,52892,3028,0,12,2016
14632,rt ricardojkay im lurking get feelings hurt cant believe saw go back look get hurt,640,445,24297,52892,3597,0,12,2016
14633,rt onyeyichii update trying next semester httpstcoozwgjlbku,640,445,24297,52892,78808,0,12,2016
14634,rt psalmsolivia_ doesnt study one section test full one section httpstcottrerewip,640,445,24297,52892,12381,0,12,2016
14635,battlafield kprc spinaroonie,640,445,24297,52892,0,0,12,2016
14636,battlafield httpstcokbitcnecmr,640,445,24297,52892,1,0,12,2016
14637,rt alesalaman youre anxious trying act cool httpstcorsdpkq,640,445,24297,52892,49447,0,12,2016
14638,fool one time shame fool twice cant put blame fool times,640,445,24297,52892,2,0,12,2016
14639,rt memgrizz andrew harrison leads squad points half grindcity httpstcobtmvepop,640,445,24297,52892,24,0,12,2016
14640,harris_mian daniel_akhtar looolll left place real quick,640,445,24297,52892,0,0,12,2016
14641,im library girl pulled big ass lizard carrying around afraid,640,445,24297,52892,0,0,12,2016
14642,rt kanyewest issues included bullying supporting teachers modernizing curriculums violence chicago,640,445,24297,52892,29061,0,12,2016
14643,rt kanyewest feel important direct line communication future president truly want change,640,445,24297,52892,43320,0,12,2016
14644,rt kanyewest wanted meet trump today discuss multicultural issues,640,445,24297,52892,47596,0,12,2016
14645,the_oa im honestly pissed right many regrets,111,249,1195,780,0,0,1,2017
14646,started watch the_oa tonight finish tonight nobody question life choices,111,249,1195,780,0,0,1,2017
14647,trevorcobb ugh yes please,111,249,1195,780,0,0,1,2017
14648,rt xbreetanner find real plot orphanblack cosimas room httpstcobgsyttqwh,111,249,1195,780,83,0,1,2017
14649,im going bed reasonable hour realign sleep schedule well rested product httpstcodflyyewjxi,111,249,1195,780,0,0,1,2017
14650,honestly production crew hoarders could show dorm room tonight wouldnt explanation state room,111,249,1195,780,0,0,1,2017
14651,rt bondnickbond trump meryl streep overrated meryl httpstcoqztcigrkg,111,249,1195,780,31035,0,1,2017
14652,mollyrpowell always check mydrury p much important prep semester,111,249,1195,780,0,0,1,2017
14653,mom texted minutes ago shed home called say left store home,111,249,1195,780,0,0,1,2017
14654,admire people wlow social media presence must like fulfilling reality online compensation unnecessary,111,249,1195,780,0,0,1,2017
14655,rt odysseyrejects open letter roommate back boulder whose mattress stole,111,249,1195,780,2533,0,1,2017
14656,ellafrittsyou reblogging dumb jokes nbc comedies might hold court blog,111,249,1195,780,0,0,1,2017
14657,rt lostatcollege used pull allnighters never know cause days genuinely struggle even pull alldayers im lite,111,249,1195,780,922,0,1,2017
14658,angelicawade honestly tho ever done life nothing thats,111,249,1195,780,0,0,1,2017
14659,girl making website omg im failure,111,249,1195,780,0,0,1,2017
14660,angelicawade kids making feel like underachiever wow,111,249,1195,780,0,0,1,2017
14661,angelicawade queen chelseaperetti judge,111,249,1195,780,0,0,1,2017
14662,yearold chopped junior said grow become rocket scientist like life,111,249,1195,780,0,0,1,2017
14663,rt tesslany retweet miss orphan black,111,249,1195,780,139,0,1,2017
14664,mysterious enough,111,249,1195,780,0,0,1,2017
14665,rt allisonraskin haters therejust knowyoure making really good points,111,249,1195,780,593,0,1,2017
14666,rt vilehag mood board httpstcoswxabixjw,111,249,1195,780,1,0,1,2017
14667,vilehag figured would wanted watch bc patience,111,249,1195,780,0,0,1,2017
14668,vilehag watch,111,249,1195,780,0,0,1,2017
14669,hey jsyk ra rewarding thing ive ever done consider applying httpstcouswhqrliv,111,249,1195,780,0,0,1,2017
14670,trevorcobb listened instrumental version,111,249,1195,780,0,0,1,2017
14671,aybaybayless meant say recs recaps idiot,111,249,1195,780,0,0,1,2017
14672,please send music recaps need expand listening palette,111,249,1195,780,0,0,1,2017
14673,ive never hit car feeling feels like first day period,111,249,1195,780,0,0,1,2017
14674,toadally need sleep anymore terrible jokes,111,249,1195,780,0,0,1,2017
14675,joke could use tad bit work,111,249,1195,780,0,0,1,2017
14676,kimyes baby married young frog name could north pole,111,249,1195,780,1,0,1,2017
14677,rt orphanblack find someone looks way felix looks sarah shes giving money orphanblack httpstcougien,111,249,1195,780,465,0,1,2017
14678,rt kurnnn take need rt someone else,111,249,1195,780,278,0,1,2017
14679,whatislyfeman proud,111,249,1195,780,0,0,1,2017
14680,trevorcobb mean,111,249,1195,780,1,0,1,2017
14681,rt dog_rates pupdate nollie made transition pupper puppo still fairly portable httpstcooldtpeej,111,249,1195,780,967,0,1,2017
14682,rt dog_rates nollie shes waving dont wave back youre monster shes also portable hell httpstc,111,249,1195,780,6934,0,1,2017
14683,hate snow love snow hate love snow,111,249,1195,780,0,0,1,2017
14684,madywurt youre really living life rn,111,249,1195,780,0,0,1,2017
14685,next semester dont single class noon none fridays dont often quote charlie sheen winning,111,249,1195,780,0,0,1,2017
14686,madywurt im pro pretending something im lolol,111,249,1195,780,0,0,1,2017
14687,trevorcobb madywurt somehow misspelled,111,249,1195,780,0,0,1,2017
14688,look staircase range opinions madywurt character httpstcoalojqky,111,249,1195,780,0,0,1,2017
14689,rt saside oh forgot password twitter helped thanks twitter,111,249,1195,780,4,0,1,2017
14690,days choose spare everyone httpstcoxtgorrikz,111,249,1195,780,0,0,1,2017
14691,answer quiz really indicates relationship mady httpstcomtxrmwszb,111,249,1195,780,0,0,1,2017
14692,please like rt watch orphan black know friends,111,249,1195,780,2,0,1,2017
14693,tulleywulley id never argue sorting im undereducated hpverse ive always seen bit hufflepuff,111,249,1195,780,0,0,1,2017
14694,tulleywulley feel like slytherpuff idk,111,249,1195,780,0,0,1,2017
14695,keep mady honest bc wont believe httpstcomtxrmwszb,111,249,1195,780,1,0,1,2017
14696,house think im,111,249,1195,780,0,0,1,2017
14697,tulleywulley girl preach,111,249,1195,780,0,0,12,2016
14698,making maintaining people life hard youre anxietyfilled narcissist,111,249,1195,780,0,0,12,2016
14699,havent til watching comic con panels really ever actually internet,111,249,1195,780,0,0,12,2016
14700,jordaneb agree lot things others said much overlooked part conversation,111,249,1195,780,0,0,12,2016
14701,jordaneb sucks doesnt fit need rigidity issue population gotta address,111,249,1195,780,0,0,12,2016
14702,jordaneb hey im really sorry im late seem really concerned scientific correctness httpstcojqnbicon,111,249,1195,780,0,0,12,2016
14703,pretty much always httpstcormohzqwp,111,249,1195,780,0,0,12,2016
14704,madywurt nvm dont like anything social unless word media,111,249,1195,780,0,0,12,2016
14705,madywurt let,111,249,1195,780,0,0,12,2016
14706,twitter good platform wordy people feel need thoroughly express ideas often complex,111,249,1195,780,2,0,12,2016
14707,across time space every corner universe every doctor character british accent unless theyre american,111,249,1195,780,0,0,12,2016
14708,longest course mean,111,249,1195,780,0,0,12,2016
14709,aybaybayless perhaps unsurprising longest conversation ive today jimmyjohns deliverer,111,249,1195,780,0,0,12,2016
14710,aybaybayless ordered pepé tomatoes large root beer httpstcoyreumewkl,111,249,1195,780,0,0,12,2016
14711,ellafrittsyou sorry listen people,111,249,1195,780,0,0,12,2016
14712,lunch delivered lunch,111,249,1195,780,0,0,12,2016
14713,know keep saying ready lets forget happens within first days new year,111,249,1195,780,2,0,12,2016
14714,mollyrpowell tatianamaslany def cute tat love much details true characters,111,249,1195,780,0,0,12,2016
14715,mollyrpowell theyre internet ive even seen stores springfield also im supes excited watch ob,111,249,1195,780,0,0,12,2016
14716,aybaybayless lolol jk also missing special convention edition helena w parka dont worry ordered soon realized,111,249,1195,780,0,0,12,2016
14717,two rachel duncans away full set httpstcoulpekfqzzx,111,249,1195,780,0,0,12,2016
14718,meant sleep day make beds soft warm comfortable,111,249,1195,780,0,0,12,2016
14719,sometimes laugh jokes white people spicy foods remember ive scraped pizza sauce hot,111,249,1195,780,0,0,12,2016
14720,trevorcobb ernkenny upshotnyt ohh v cool tv research coolest,111,249,1195,780,0,0,12,2016
14721,alex_jonsie thats always mood,111,249,1195,780,0,0,12,2016
14722,tulleywulley im honored,111,249,1195,780,0,0,12,2016
14723,pulled next plateless car stoplight swear driver cat holding staring soul,111,249,1195,780,0,0,12,2016
14724,tulleywulley trevorcobb paytonstringer wouldnt mad seconds,111,249,1195,780,0,0,12,2016
14725,point get settle long winter nap,111,249,1195,780,0,0,12,2016
14726,yall dont even get started httpstcoohlhvwuj,111,249,1195,780,0,0,12,2016
14727,couldnt think anything tweet miss yall heres saying,111,249,1195,780,1,0,12,2016
14728,rt operationgodiva man hi slaps carrie fisher started feeling chest pains,111,249,1195,780,202,0,12,2016
14729,rt tweetlikeagiri guess got semester haha college hard,111,249,1195,780,7058,0,12,2016
14730,rt farwzz ive said past years pls forget lena dunham jennifer lawrence amy schumer comi,111,249,1195,780,4662,0,12,2016
14731,trevorcobb lt tuesdays,111,249,1195,780,0,0,12,2016
14732,trevorcobb already miss tuesday,111,249,1195,780,0,0,12,2016
14733,trevorcobb africa totocom followed closely rowboats respektor,111,249,1195,780,0,0,12,2016
14734,get majors hard coming original purposeful amp appealing concepts least week aint easy designprobs,111,249,1195,780,0,0,12,2016
14735,life hack youre trying keep secrets parents leave moms voicemail lord knows never checks,111,249,1195,780,0,0,12,2016
14736,ive never chased goose chased geese desc thought goose geese different species,111,249,1195,780,0,0,12,2016
14737,trevorcobb soulmates,111,249,1195,780,0,0,12,2016
14738,rt commonwhitegiri turning final httpstcoeocuccbq,111,249,1195,780,4094,0,12,2016
14739,sidewalk avoids eye contact almost completely also sidewalk oh hey worm buddy,111,249,1195,780,0,0,12,2016
14740,mom checking credit card statement saw one says card packs azfar firdaus gambling hngsfghfsghfhs,1849,561,8229,86352,1,0,1,2017
14741,pretends didnt spend k day buying hearthstone card packs,1849,561,8229,86352,0,0,1,2017
14742,money talk meh,1849,561,8229,86352,1,0,1,2017
14743,well httpstcorvfrsv,1849,561,8229,86352,0,0,1,2017
14744,rt hddoesgaming pass iris httpstcodglbycicr,1849,561,8229,86352,26484,0,1,2017
14745,kinda wanna throw shindig kinda dont wanna deal hassle,1849,561,8229,86352,0,0,1,2017
14746,hananyxnyx swordie,1849,561,8229,86352,0,0,1,2017
14747,rt bazper shes screaming water droplets fucking minutes get shower tiny moron httpstcorewvsl,1849,561,8229,86352,34009,0,1,2017
14748,itisitiariff siti ive perfecting drawing ass months could,1849,561,8229,86352,0,0,1,2017
14749,another serious question character limit japanese tweets pretty sure guy tweeted ent httpstcohxjukqnjx,1849,561,8229,86352,8,0,1,2017
14750,itisitiariff nooo dont ps sell figure artbook artbook je pun takpaaa,1849,561,8229,86352,0,0,1,2017
14751,serious question director nier automata even human httpstcolkicclpugc,1849,561,8229,86352,3,0,1,2017
14752,itisitiariff wtf ps ke link pc ada,1849,561,8229,86352,0,0,1,2017
14753,hananyxnyx google search,1849,561,8229,86352,0,0,1,2017
14754,could put one poems like tadaaa birthed sword art httpstcogrkzspxr,1849,561,8229,86352,0,0,1,2017
14755,mushazy give ideasss,1849,561,8229,86352,0,0,1,2017
14756,hananyxnyx puteih yeah keepwrite notes ipad teih doesnt classes dont see point,1849,561,8229,86352,0,0,1,2017
14757,wanna put cheezy life quotes like walk light darkness hope times madness meh,1849,561,8229,86352,1,0,1,2017
14758,puteih tbh never replace laptop ipad yeah suited people like draw else membazir,1849,561,8229,86352,0,0,1,2017
14759,today discovered absolutely talent designing sword hilts,1849,561,8229,86352,0,0,1,2017
14760,yo guys check last rt shes selling rm thats like rm cheaper,1849,561,8229,86352,0,0,1,2017
14761,rt cendawankulat im selling ipad pro anyones interested dm malaysians onlyits expensive ship sobs https,1849,561,8229,86352,53,0,1,2017
14762,slowly surely httpstcovsxtkupmlj,1849,561,8229,86352,0,0,1,2017
14763,omgshiramohamed parents cant stand thought son married someone another country living,1849,561,8229,86352,0,0,1,2017
14764,people know muslims dont actually burn touch pigs blood right oh except radical malay muslims tha httpstcoymjfmmko,1849,561,8229,86352,20,0,1,2017
14765,drawing underboobs public missionimpossible,1849,561,8229,86352,0,0,1,2017
14766,omgshiramohamed lucky,1849,561,8229,86352,0,0,1,2017
14767,rt gar_noct_gar four horsemen apocalypse ffxv httpstcocqvgntlf,1849,561,8229,86352,403,0,1,2017
14768,puteih shes malaysian malay cina siam liddat,1849,561,8229,86352,0,0,1,2017
14769,shidachipsmore jigglypuff,1849,561,8229,86352,0,0,1,2017
14770,checks hospital tempat ni ada swimming pool tak,1849,561,8229,86352,1,0,1,2017
14771,bloodline important assss,1849,561,8229,86352,1,0,1,2017
14772,dad giving mins lecture cant date someone malaysia,1849,561,8229,86352,0,0,1,2017
14773,guys toys girls pretty things everyones happy,1849,561,8229,86352,5,0,1,2017
14774,man wants buy lightsaber read fancy flashlight offended dis httpstcocrkgrrcl,1849,561,8229,86352,0,0,1,2017
14775,rip holidays,1849,561,8229,86352,0,0,1,2017
14776,rt seiryuuden posting doodle vs polished art httpstcoijguqltzm,1849,561,8229,86352,7807,0,1,2017
14777,luqmanzuhair cheeky,1849,561,8229,86352,0,0,1,2017
14778,could write poems motivational quotes tsk many choices made,1849,561,8229,86352,0,0,1,2017
14779,hmm designing sword hilt harder thought first thought wanted write words like stargazer something,1849,561,8229,86352,0,0,1,2017
14780,vnndrws man actually woman,1849,561,8229,86352,0,0,1,2017
14781,self hating malays worst lmao,1849,561,8229,86352,49,0,1,2017
14782,hananyxnyx still everyone shares deserves die fire,1849,561,8229,86352,0,0,1,2017
14783,hananyxnyx read teenager constipation nearly shat bricks,1849,561,8229,86352,0,0,1,2017
14784,hananyxnyx go die fire,1849,561,8229,86352,0,0,1,2017
14785,higher rate genderless men higher chances marriage qualms,1849,561,8229,86352,1,0,1,2017
14786,ashrafariff blackest albino,1849,561,8229,86352,1,0,1,2017
14787,rt tokyofashion nytimes takes look japans new generation genderless men featuring genderless musicianartist _sweatm http,1849,561,8229,86352,839,0,1,2017
14788,chaldeaprince tobelaissecret hamdead,1849,561,8229,86352,0,0,1,2017
14789,sitiamiramdali hahah nooo shes,1849,561,8229,86352,0,0,1,2017
14790,hananyxnyx theinternational symbol thankyou opinion,1849,561,8229,86352,0,0,1,2017
14791,rough sketchy sketchy httpstcolbxbybop,1849,561,8229,86352,2,0,1,2017
14792,hananyxnyx would word albus ok,1849,561,8229,86352,0,0,1,2017
14793,hananyxnyx dude says custom engraving patterns put,1849,561,8229,86352,0,0,1,2017
14794,oh wow httpstcognfcirrz,1849,561,8229,86352,3,0,1,2017
14795,tariqhilmi smaaaart,1849,561,8229,86352,0,0,1,2017
14796,rt destroymuse thinking bout real questions httpstcosctxjndmae,1849,561,8229,86352,11687,0,1,2017
14797,maybe god mad booty drawings arent good enough,1849,561,8229,86352,0,0,1,2017
14798,maybe god gave broken pencils wants repent stip drawing booties flashes back dem good buns,1849,561,8229,86352,1,0,1,2017
14799,rt unbaliable im drawing heres hoping dont stop httpstcocdylpf,1849,561,8229,86352,297,0,1,2017
14800,come youll see im meets eye,1849,561,8229,86352,1,0,1,2017
14801,rt basyirahkar progress shot ya know color wrong cant mix right pink aso sorry manbewbs twt_seni,1849,561,8229,86352,20,0,1,2017
14802,basyirahkar viktors manboobs always welcomed,1849,561,8229,86352,1,0,1,2017
14803,getting everything life except one tiny insignificant thing nak mati doh,1849,561,8229,86352,0,0,1,2017
14804,rt blinkanjell look stupid idiot httpstcoslxmixq,1849,561,8229,86352,27097,0,1,2017
14805,hananyxnyx amin,1849,561,8229,86352,0,0,1,2017
14806,quick sketch frameworkbody still unfinished though httpstcoloupopnhc,1849,561,8229,86352,2,0,1,2017
14807,izatihashim tha part say aminamen,1849,561,8229,86352,0,0,1,2017
14808,themiajamal checks bank account cries dusty bank account,1849,561,8229,86352,0,0,1,2017
14809,rm single bear toy httpstcopoashdtt,1849,561,8229,86352,1,0,1,2017
14810,wish rich,1849,561,8229,86352,0,0,1,2017
14811,loofranchot cant even afford feed,1849,561,8229,86352,0,0,1,2017
14812,loofranchot sorry new tweet whoddis,1849,561,8229,86352,0,0,1,2017
14813,ok need pencils ps amp vr nintendo switch new tv current one broke lightsaber sugar parent fund,1849,561,8229,86352,2,0,1,2017
14814,sigh kill,1849,561,8229,86352,0,0,1,2017
14815,oh sweet mama forgot apple id email thats associated nfsfasvsndanfad,1849,561,8229,86352,0,0,1,2017
14816,loofranchot alrighty bwill try hemm,1849,561,8229,86352,0,0,1,2017
14817,barteria alright thankyou,1849,561,8229,86352,0,0,1,2017
14818,loofranchot yes buy official apple shop return tell faulty though lol cari online tak jumpa,1849,561,8229,86352,0,0,1,2017
14819,dads scolding buying pencils backup wth,1849,561,8229,86352,0,0,1,2017
14820,eh ok im still mad none apple pencils work cb return apple product bought online sheesh,1849,561,8229,86352,0,0,1,2017
14821,smell powershift sniff sniff,1849,561,8229,86352,0,0,1,2017
14822,mijanrusli ive gathered improvement ways esp newest version thats pc,1849,561,8229,86352,0,0,1,2017
14823,mijanrusli still playing like youll enjoy enjoy games like monster hunter dont steer away,1849,561,8229,86352,0,0,1,2017
14824,youll know leader done good people memories written tears ink,1849,561,8229,86352,85,0,1,2017
14825,odds albino thats,1849,561,8229,86352,0,0,1,2017
14826,odds buying faulty unit knowing try year purchasing,1849,561,8229,86352,0,0,1,2017
14827,ihsnzlkfle matches hair yes,1849,561,8229,86352,0,0,1,2017
14828,think new pencil bough faulty bloody hell,1849,561,8229,86352,0,0,1,2017
14829,ihsnzlkfle guest,1849,561,8229,86352,0,0,1,2017
14830,well shit think broke ipad today omfg,1849,561,8229,86352,0,0,1,2017
14831,rhaeman well hey least im thirsty one texting ex morning,1849,561,8229,86352,0,0,1,2017
14832,people send nudes draw nudes sending hah,1849,561,8229,86352,1,0,1,2017
14833,rt jakewyattriot chaste wooden eunuch help u draw nudes httpstcoulapkczvdl,1849,561,8229,86352,20,0,1,2017
14834,whothefishe someone retweeted local one go figure,1849,561,8229,86352,0,0,1,2017
14835,kennleandre achmetnor awww come dont want another skywalker highly likely,1849,561,8229,86352,0,0,1,2017
14836,achmetnor kennleandre see many times movie manipulated dark force even uses fighting style,1849,561,8229,86352,0,0,1,2017
14837,achmetnor kennleandre theres popular theory rey emperor palpatines granddaughter,1849,561,8229,86352,0,0,1,2017
14838,rt seoglyu yall got feeling insecure happy httpstcosfncvpfyw,1849,561,8229,86352,31539,0,1,2017
14839,hananyxnyx tend focus ass,1849,561,8229,86352,0,0,1,2017
14840,second thought potuss message flotus intended trump future leader united states,1849,561,8229,86352,0,0,1,2017
14841,hananyxnyx lina arcana perfect dont,1849,561,8229,86352,0,0,1,2017
14842,hananyxnyx followed hair rules would burn crisp jus sayin,1849,561,8229,86352,0,0,1,2017
14843,hananyxnyx nani thats candle flame elemental woman powers could burn entire earth wtf smoking,1849,561,8229,86352,1,0,1,2017
14844,hananyxnyx bigger fuel bigger flame nani flames spread top,1849,561,8229,86352,0,0,1,2017
14845,hananyxnyx make red one poofier itd perfect,1849,561,8229,86352,0,0,1,2017
14846,rt naturallytiss twitter created golden age customer service httpstcosplvtkjizz,1849,561,8229,86352,37714,0,1,2017
14847,rt beyondbisbaas je suis think fuck httpstcowleqwepkfe,1849,561,8229,86352,34749,0,1,2017
14848,luqmanzuhair bukan nudes pun depa screenshot instagram dia hell,1849,561,8229,86352,0,0,1,2017
14849,datukhensem yupp usd btw tu base model one colour colours,1849,561,8229,86352,0,0,1,2017
14850,oh ive asked smith said price around datukhensem,1849,561,8229,86352,0,0,1,2017
14851,moment see porn account sharing pictures friend,1849,561,8229,86352,0,0,1,2017
14852,nekoloveskookie exactly sheesh things dah la susah cari,1849,561,8229,86352,0,0,1,2017
14853,rt prozdkp lets read youtube comments httpstcoyuruidxc,1849,561,8229,86352,3306,0,1,2017
14854,im happy cant sleep,1849,561,8229,86352,0,0,1,2017
14855,im happy cant sleep,1849,561,8229,86352,0,0,1,2017
14856,oh facebook dms triggering past days waiting response someone gives anxiety,1849,561,8229,86352,0,0,1,2017
14857,rolled floor woken facebook message,1849,561,8229,86352,0,0,1,2017
14858,rt comicbooknow attack titan editor arrested wifes murder httpstconbjhpbsveq httpstcogmxgbz,1849,561,8229,86352,202,0,1,2017
14859,copycatlily looks artsy friends ummmm,1849,561,8229,86352,0,0,1,2017
14860,loofranchot called apple pencil,1849,561,8229,86352,0,0,1,2017
14861,farumuru blockeddddd,1849,561,8229,86352,0,0,1,2017
14862,marijuanx get lowest memory cameras much nicer,1849,561,8229,86352,0,0,1,2017
14863,marijuanx wait lah coming year different design hopefully youd save cash,1849,561,8229,86352,0,0,1,2017
14864,rt nocturnaltapir tinder match everyone httpstcoytlxyrajwc,1849,561,8229,86352,1,0,1,2017
14865,ahmdariff strongest blades forged ones blood virginity,1849,561,8229,86352,0,0,1,2017
14866,chaldeaprince live long happydepressionjpg,1849,561,8229,86352,0,0,1,2017
14867,look manly need larger cheekbones square chin santas beard,1849,561,8229,86352,0,0,1,2017
14868,syazwanshahrul grandaddy affff,1849,561,8229,86352,0,0,1,2017
14869,manly albino httpstcobijqoey,1849,561,8229,86352,2,0,1,2017
14870,rt queerbf case need see something cute httpstcoobdrxaulhj,1849,561,8229,86352,2248,0,1,2017
14871,rt sarbeaaaar dentist asked assistant suction water mouthbut thought talking sucked fin,1849,561,8229,86352,23502,0,1,2017
14872,search good saber smith continues galaxy far far away,1849,561,8229,86352,0,0,1,2017
14873,marijuanx name son bi,1849,561,8229,86352,0,0,1,2017
14874,think place old electrical appliances come die httpstcoovjyrmo,1849,561,8229,86352,0,0,1,2017
14875,currently steel workshop see make weapons httpstcoypcyoheuse,1849,561,8229,86352,0,0,1,2017
14876,marijuanx guy noahhh noah guy saying guy,1849,561,8229,86352,0,0,1,2017
14877,dont get close im cold,1849,561,8229,86352,1,0,1,2017
14878,marijuanx dummyaaan nowoo,1849,561,8229,86352,0,0,1,2017
14879,rt ltskermit mom whos background boyfriend mom meet mom,1849,561,8229,86352,13332,0,1,2017
14880,unbaliable doesnt relation field see many kids nowadays working part time jumping countries odd jobs,1849,561,8229,86352,0,0,1,2017
14881,unbaliable actually spending year working somewhere overseas,1849,561,8229,86352,0,0,1,2017
14882,pencils still bakat httpstcoccaejjl,1849,561,8229,86352,0,0,1,2017
14883,sheikhmustaali extras tapi still design bodoh,1849,561,8229,86352,0,0,1,2017
14884,thing rm kot u gotta make flawed ridiculous,1849,561,8229,86352,0,0,1,2017
14885,also ipad fell charging pencil happened brilliant engineering design ever httpstcorhtxx,1849,561,8229,86352,14,0,1,2017
14886,stop questioning people help start helping lah,1849,561,8229,86352,4,0,1,2017
